tag	dbh
009425	25
009425	16
009425	42
009433	25
009433	34
009438	36
009438	63
009448	15
009448	17
009449	20
009449	19
009455	15
009455	25
009455	41
009456	12
009456	12
009456	21
009480	26
009480	34
009499	52
009499	24
009505	11
009505	13
009514	13
009514	19
009514	18
009514	19
009518	16
009518	16
009521	79
009521	41
009542	16
009542	24
009545	41
009545	66
009545	33
009557	12
009557	46
009564	30
009564	34
009565	18
009565	19
009567	37
009567	35
009567	34
009567	35
009567	33
009567	33
009567	27
009567	33
009567	28
009567	29
009567	30
009567	29
009567	38
009569	34
009569	27
009569	31
009569	35
009569	31
009585	10
009585	15
009586	10
009586	35
009590	24
009590	211
009595	21
009595	25
009619	25
009619	31
009630	25
009630	32
009641	11
009641	22
009651	12
009651	18
009673	11
009673	16
009680	22
009680	135
009682	26
009682	25
009682	40
009687	25
009687	40
009687	37
009689	24
009689	15
009689	26
009731	21
009731	27
009754	26
009754	24
009754	34
009754	16
009754	33
009755	96
009755	345
009757	20
009757	39
009757	60
009757	12
009760	18
009760	20
009761	24
009761	39
009769	20
009769	21
009773	16
009773	34
009774	19
009774	11
009774	18
009777	13
009777	21
009786	12
009786	22
009805	11
009805	24
009814	15
009814	49
009826	27
009826	39
009849	12
009849	24
009853	11
009853	17
009854	11
009854	11
009871	16
009871	13
009871	14
009871	15
009873	12
009873	16
009873	394
009876	13
009876	25
009880	35
009880	51
009888	11
009888	15
009888	11
009888	12
009892	18
009892	23
009896	12
009896	23
009900	19
009900	17
009901	22
009901	10
009902	27
009902	14
009902	21
009917	28
009917	15
009923	12
009923	18
009926	11
009926	15
009928	23
009928	67
009938	20
009938	21
009938	11
009938	19
009940	31
009940	51
009941	11
009941	11
009941	20
009966	21
009966	29
009971	23
009971	25
009972	28
009972	29
009972	36
009974	23
009974	46
009975	25
009975	34
009975	44
009978	50
009978	13
009978	24
009980	34
009980	29
009983	16
009983	21
009984	18
009984	13
009984	16
009985	15
009985	12
009990	11
009990	12
009990	14
009991	38
009991	16
009994	44
009994	26
009998	23
009998	11
009998	26
010002	58
010002	28
010013	10
010013	16
010018	10
010018	16
010019	23
010019	20
010019	17
010019	75
010032	13
010032	13
010032	15
010043	12
010043	40
010080	32
010080	13
010080	74
010091	21
010091	18
010091	12
010091	23
010108	299
010108	552
010114	14
010114	14
010136	13
010136	15
010138	348
010138	312
010138	271
010138	357
010157	11
010157	17
010157	15
010166	11
010166	14
010167	10
010167	11
010176	24
010176	34
010185	23
010185	19
010185	26
010189	84
010189	150
010215	14
010215	17
010217	35
010217	35
010217	32
010217	83
010219	13
010219	30
010225	27
010225	51
010227	28
010227	37
010230	11
010230	11
010230	15
010237	17
010237	35
010238	12
010238	13
010257	18
010257	24
010258	11
010258	15
010259	21
010259	23
010261	14
010261	12
010261	27
010262	10
010262	36
010264	15
010264	24
010268	35
010268	62
010278	28
010278	26
010278	16
010278	37
010287	13
010287	15
010293	14
010293	26
010301	12
010301	18
010313	11
010313	162
010317	14
010317	20
010326	10
010326	14
010331	32
010331	31
010331	36
010345	23
010345	15
010345	24
010349	43
010349	12
010349	44
010352	44
010352	18
010352	55
010355	10
010355	16
010361	15
010361	12
010361	16
010366	15
010366	17
010366	22
010370	40
010370	42
010371	10
010371	11
010372	30
010372	26
010372	12
010372	15
010382	12
010382	19
010383	13
010383	25
010386	57
010386	344
010391	12
010391	16
010391	14
010396	14
010396	46
010406	20
010406	16
010406	25
010406	23
010410	20
010410	66
010411	15
010411	25
010413	29
010413	11
010413	61
010416	14
010416	11
010416	22
010426	30
010426	28
010426	52
010431	23
010431	10
010431	35
010443	16
010443	39
010444	14
010444	22
010449	15
010449	17
010455	24
010455	12
010455	26
010471	12
010471	14
010474	13
010474	22
010479	28
010479	34
010479	18
010479	32
010483	10
010483	23
010489	26
010489	26
010489	23
010489	23
010489	25
010489	26
010496	12
010496	16
010499	14
010499	28
010502	20
010502	13
010502	29
010505	21
010505	19
010505	25
010883	33
010883	20
010883	15
010883	42
010885	33
010885	55
010891	42
010891	58
010904	16
010904	32
010912	22
010912	38
010927	10
010927	21
010931	13
010931	14
010932	13
010932	23
010933	12
010933	14
010938	12
010938	33
010939	13
010939	19
01093A	13
01093A	99
010944	15
010944	13
010944	65
010945	42
010945	46
01094A	32
01094A	33
010961	73
010961	97
010963	11
010963	14
01096A	36
01096A	29
01096A	28
01096A	36
01096A	36
01096A	29
01096A	37
01096A	39
01096A	30
01096A	30
010974	27
010974	156
010979	70
010979	40
010979	86
010982	12
010982	15
010984	13
010984	16
010986	19
010986	36
010988	20
010988	27
010990	24
010990	59
011003	15
011003	11
011003	10
011003	10
011003	308
011009	63
011009	74
011027	14
011027	11
011027	16
011028	12
011028	138
011032	12
011032	31
011035	13
011035	14
011037	14
011037	30
011039	14
011039	11
011039	16
011043	14
011043	14
011047	13
011047	25
011049	14
011049	16
011052	11
011052	20
011053	28
011053	31
011054	19
011054	19
011054	24
011054	24
011060	84
011060	14
011066	106
011066	163
011084	11
011084	12
011100	14
011100	22
011102	11
011102	21
011108	12
011108	12
011111	12
011111	16
011128	17
011128	19
011130	10
011130	11
011135	28
011135	19
011135	34
011140	15
011140	15
011144	72
011144	19
011144	18
011144	273
011155	12
011155	20
011161	15
011161	17
011166	14
011166	23
011168	23
011168	18
011168	12
011168	60
011171	26
011171	47
011173	13
011173	14
011178	11
011178	34
011179	45
011179	16
011187	14
011187	16
011194	50
011194	295
011199	10
011199	40
011206	18
011206	11
011206	14
011206	13
011206	19
011213	22
011213	29
011219	60
011219	45
011219	19
011219	15
011219	14
011219	14
011219	80
011222	12
011222	40
011223	38
011223	31
011223	29
011223	38
011237	28
011237	13
011237	11
011237	48
011238	13
011238	15
011243	21
011243	63
011250	34
011250	13
011250	68
011252	16
011252	26
011259	37
011259	38
011273	24
011273	13
011273	52
011279	25
011279	72
011283	11
011283	15
011303	33
011303	98
011307	29
011307	16
011307	232
011311	21
011311	11
011311	11
011311	42
011329	39
011329	39
011329	38
011329	36
011329	31
011329	45
011337	20
011337	41
011339	28
011339	92
011341	19
011341	151
011375	19
011375	15
011375	15
011375	12
011375	26
011381	119
011381	521
011382	11
011382	33
011397	29
011397	16
011402	14
011402	24
011406	14
011406	12
011406	26
011409	33
011409	28
011409	24
