tag	dbh
010361	14
010361	11
010366	23
010366	13
010366	15
010370	42
010370	39
010371	16
010371	14
010372	31
010372	31
010372	15
010372	15
010386	370
010386	53
010391	12
010391	12
010396	46
010396	16
010406	31
010406	25
010406	13
010406	12
010411	26
010411	18
010413	62
010413	31
010413	16
010416	24
010416	15
010416	11
010421	14
010421	11
010426	55
010426	28
010426	33
010431	35
010431	23
010431	12
010435	32
010435	18
010444	23
010444	14
010449	15
010449	10
010455	26
010455	26
010455	10
010471	15
010471	12
010474	23
010474	13
010479	39
010479	37
010479	11
010479	13
010479	12
010489	26
010489	26
010489	25
010489	26
010496	16
010496	14
010499	29
010499	13
010502	34
010502	20
010502	13
010516	26
010516	13
010883	35
010883	22
010883	19
010891	54
010891	42
010904	32
010904	19
010912	39
010912	25
010933	14
010933	12
010939	20
010939	15
010944	70
010944	16
010944	16
010945	46
010945	41
010961	100
010961	67
010963	15
010963	11
01096A	35
01096A	30
010974	156
010974	26
010977	36
010977	12
010979	87
010979	39
010982	19
010982	13
010986	39
010986	21
010988	28
010988	13
010996	33
010996	11
011005	16
011005	13
011009	74
011009	54
011020	17
011020	11
011027	18
011027	14
011027	10
011032	32
011032	12
011037	36
011037	13
011039	15
011039	18
011043	21
011043	16
011047	25
011047	15
011054	27
011054	21
011054	19
011066	163
011066	104
011077	14
011077	11
011084	19
011084	12
011100	22
011100	15
011108	13
011108	13
011111	21
011111	19
011112	13
011112	10
011118	38
011118	17
011128	22
011128	19
011132	16
011132	10
011133	18
011133	10
011135	37
011135	28
011135	25
011140	16
011140	13
011144	282
011144	73
011144	18
011144	15
011147	20
011147	13
011161	22
011161	16
011161	13
011166	25
011166	14
011168	64
011168	26
011168	19
011171	45
011171	33
011173	14
011173	16
011184	19
011184	12
011194	308
011194	52
011202	16
011202	14
011206	19
011206	15
011206	32
011213	27
011213	14
011214	15
011214	19
011214	13
011219	11
011219	20
011219	24
011219	25
011219	28
011219	47
011219	88
011222	14
011222	40
011223	30
011223	37
011223	41
011223	28
011237	48
011237	28
011238	14
011238	16
011243	19
011243	62
011250	37
011250	68
011252	29
011252	17
011270	13
011270	12
011273	24
011273	55
011273	16
011279	68
011279	25
011283	12
011283	16
011303	33
011303	100
011307	255
011307	12
011307	18
011307	31
011311	14
011311	25
011311	13
011311	41
011322	36
011322	13
011329	40
011329	38
011329	33
011329	37
011329	30
011329	44
011337	43
011337	22
011337	13
011339	102
011339	35
011375	28
011375	27
011375	23
011375	13
011381	525
011381	124
011382	34
011382	12
011391	12
011391	12
011395	15
011395	10
011397	19
011397	10
011399	14
011399	13
011409	15
011409	13
011409	25
011409	32
015572	20
015572	12
047482	18
047482	14
047482	12
047482	18
047482	14
047482	12
047488	24
047488	22
047488	24
047488	22
047504	11
047504	18
047504	11
047504	18
047519	38
047519	17
047519	38
047519	17
047974	15
047974	11
047974	10
047974	13
047974	15
047974	11
047974	10
047974	13
047977	12
047977	11
047977	12
047977	11
047979	16
047979	13
047979	16
047979	13
047980	11
047980	13
047980	11
047980	13
048017	13
048017	11
048017	13
048017	11
048021	19
048021	11
048021	19
048021	11
048026	21
048026	19
048026	11
048026	21
048026	19
048026	11
048028	30
048028	19
048028	30
048028	19
048050	11
048050	10
048050	11
048050	10
048083	12
048083	10
048083	12
048083	10
048099	13
048099	12
048099	13
048099	12
048120	37
048120	34
048120	34
048120	33
048120	39
048120	37
048120	34
048120	34
048120	33
048120	39
048126	13
048126	10
048126	13
048126	10
048149	14
048149	12
048149	14
048149	12
048402	10
048402	10
048402	10
048402	10
048407	10
048407	10
048407	10
048407	10
048442	10
048442	10
048442	10
048442	10
048510	14
048510	12
048510	14
048510	12
049016	11
049016	10
049016	11
049016	10
049017	24
049017	14
049051	15
049051	11
049051	22
049051	15
049051	11
049051	22
049059	25
049059	17
049059	21
049059	28
049059	11
049059	25
049059	17
049059	21
049059	28
049059	11
049520	13
049520	12
049520	13
049520	12
049524	12
049524	10
049524	12
049524	10
049542	25
049542	21
049542	25
049542	21
049576	16
049576	11
049576	16
049576	11
049619	14
049619	10
049619	14
049619	10
050495	14
050495	18
050495	14
050495	18
1	13
1	11
