tag	dbh
009682	25
009682	43
009687	14
009687	18
009687	29
009687	47
009687	50
009689	15
009689	23
009689	26
009695	11
009695	36
009709	11
009709	16
009717	17
009717	53
009726	20
009726	34
009731	21
009731	32
009733	17
009733	29
009735	15
009735	20
009736	17
009736	26
009742	14
009742	25
009754	25
009754	25
009754	28
009754	35
009754	43
009755	102
009755	354
009757	10
009757	10
009757	22
009757	44
009757	66
009761	16
009761	33
009761	44
009769	20
009769	22
009774	11
009774	17
009774	20
009777	17
009777	29
009779	11
009779	21
009792	12
009792	40
009803	10
009803	11
009805	20
009805	14
009814	16
009814	54
009826	29
009826	40
009844	11
009844	17
009849	15
009849	25
009853	19
009853	11
009854	14
009854	11
009854	10
009854	10
009865	16
009865	13
009865	11
009871	17
009871	16
009871	15
009871	13
009872	11
009872	10
009873	403
009873	16
009873	15
009874	39
009874	14
009876	26
009876	13
009880	55
009880	40
009888	17
009888	12
009888	12
009888	11
009892	23
009892	18
009896	120
009896	16
009900	21
009900	18
009901	23
009901	11
009902	32
009902	16
009910	27
009910	19
009911	14
009911	11
009917	34
009917	15
009924	21
009924	16
009938	26
009938	23
009938	21
009941	19
009941	16
009941	10
009964	15
009964	14
009974	48
009974	23
009974	10
009975	53
009975	43
009975	23
009978	59
009978	27
009978	12
009980	35
009980	29
009985	16
009985	14
009990	20
009990	19
009990	12
009991	36
009991	15
009994	43
009994	26
009998	31
009998	23
009998	20
010002	65
010002	31
010002	14
010007	11
010007	10
010013	16
010013	15
010018	18
010018	10
010032	17
010032	14
010032	14
010043	12
010043	41
010055	37
010055	40
010074	10
010074	11
010080	15
010080	17
010080	80
010091	29
010091	19
010091	17
010108	633
010108	311
010114	15
010114	12
010114	10
010115	65
010115	10
010125	15
010125	10
010136	17
010136	13
010138	486
010138	323
010138	367
010142	13
010142	10
010142	14
010149	16
010149	10
010150	40
010150	14
010157	18
010157	11
010157	14
010163	20
010163	10
010166	17
010166	12
010173	11
010173	10
010173	10
010185	28
010185	28
010185	24
010185	20
010185	16
010189	179
010189	84
010205	27
010205	13
010205	12
010208	27
010208	15
010208	13
010215	17
010215	14
010217	84
010217	36
010217	36
010225	52
010225	33
010230	11
010230	11
010237	39
010237	29
010238	21
010238	13
010258	16
010258	11
010258	10
010259	32
010259	24
010259	11
010261	27
010261	16
010261	12
010262	42
010262	11
010265	32
010265	25
010267	40
010267	15
010268	77
010268	38
010278	37
010278	36
010278	32
010278	22
010287	16
010287	15
010293	32
010293	23
010293	13
010303	36
010303	12
010312	25
010312	17
010314	31
010314	13
010317	31
010317	12
010326	22
010326	11
010331	39
010331	37
010331	32
010342	37
010342	16
010345	25
010345	21
010345	12
010349	44
010349	42
010349	14
010355	16
010355	15
010355	10
010357	12
010357	11
010361	22
010361	18
010361	15
010361	15
010361	14
010361	13
010364	14
010364	10
010366	24
010366	16
010366	16
010370	48
010370	40
010371	20
010371	14
010372	32
010372	21
010372	16
010372	14
010386	374
010386	55
010391	13
010391	12
010396	36
010396	16
010401	23
010401	14
010406	26
010406	24
010406	13
010406	13
010406	24
010411	29
010411	17
010413	66
010413	31
010413	18
010416	25
010416	17
010416	11
010416	10
010421	14
010421	13
010426	56
010426	35
010426	32
010431	23
010431	15
010435	38
010435	21
010435	11
010444	23
010444	16
010449	16
010449	11
010455	26
010455	25
010455	11
010455	10
010471	15
010471	12
010474	25
010474	10
010479	36
010479	32
010479	31
010479	26
010479	15
010479	13
010479	12
010487	14
010487	10
010489	26
010489	24
010496	17
010496	15
010499	14
010499	30
010502	35
010502	21
010502	13
010505	24
010505	21
010516	29
010516	13
010883	35
010883	19
010883	21
010891	58
010891	44
010893	15
010893	10
010912	40
010912	26
010913	13
010913	11
010927	22
010927	13
010933	14
010933	12
010935	70
010935	18
010935	11
010939	20
010939	17
01093A	101
01093A	13
01093A	11
010944	71
010944	17
010944	16
010961	100
010961	68
010963	12
010963	16
010963	11
010974	160
010974	26
010977	32
010977	12
010979	38
010979	86
010982	20
010982	13
010986	38
010986	21
010988	27
010988	23
010996	33
010996	11
010996	10
011003	330
011003	20
011003	20
011005	14
011005	18
011009	74
011009	54
011020	16
011020	17
011027	15
011027	19
011027	10
011035	19
011035	13
011035	10
011037	14
011037	37
011039	18
011039	14
011043	25
011043	16
011047	25
011047	14
011049	19
011049	15
011054	27
011054	22
011058	19
011058	10
011066	163
011066	96
011084	13
011084	23
011100	23
011100	15
011108	13
011108	13
011111	19
011111	23
011112	15
011112	10
011118	41
011118	16
011123	36
011123	11
011128	23
011128	21
011132	10
011132	17
011133	15
011133	18
011133	14
011135	36
011135	28
011135	31
011140	14
011140	13
011144	285
011144	74
011144	20
011144	20
011147	19
011147	15
011155	22
011155	15
011161	24
011161	11
011165	15
011165	10
011166	27
011166	16
011168	64
011168	27
011168	19
011171	46
011171	33
011173	15
011173	14
011194	308
011194	54
011199	13
011199	40
011202	15
011202	18
011206	16
011206	20
011206	32
011213	15
011213	27
011214	16
011214	21
011218	11
011218	16
011219	12
011219	19
011219	23
011219	25
011219	32
011219	80
011223	31
011223	32
011223	38
011223	41
011237	27
011237	48
011238	12
011238	16
011243	21
011243	63
011252	29
011252	17
011270	14
011270	12
011273	58
011273	24
011273	18
011279	70
011279	27
011283	18
011283	12
011297	15
011297	11
011303	104
011303	32
011307	241
011307	36
011307	21
011307	15
011311	44
011311	27
011311	12
011311	15
011322	36
011322	12
011329	41
011329	42
011329	43
011329	45
011329	34
011329	30
011337	23
011337	16
011337	14
011337	34
011339	42
011339	104
011341	157
011341	17
011375	24
011375	27
011375	31
011377	11
011377	13
011381	530
011381	128
011382	35
011382	14
011389	10
011389	17
011391	11
011391	12
011395	15
011395	10
011399	15
011399	13
011405	10
011405	11
011406	21
011406	18
011409	36
011409	26
011409	16
011409	16
011409	10
041203	14
041203	12
041245	13
041245	10
041271	16
041271	10
041281	37
041281	37
041282	30
041282	30
041300	12
041300	10
041337	11
041337	11
041391	11
041391	11
041472	11
041472	12
041487	11
041487	11
041534	18
041534	17
041625	10
041625	11
041638	10
041638	10
041718	10
041718	10
041721	12
041721	12
041721	11
041784	13
041784	10
041816	12
041816	12
041823	16
041823	16
041849	27
041849	25
041849	25
041850	22
041850	21
041850	23
041850	27
041850	25
041850	29
041850	27
041851	25
041851	27
041851	28
041851	27
041852	28
041852	24
041852	25
041852	27
041853	13
041853	25
041853	24
041853	25
041853	22
041854	22
041854	27
041854	22
041854	29
041854	27
041854	26
041854	25
041854	31
041855	25
041855	22
041855	23
041855	28
041855	27
041882	16
041882	16
041885	10
041885	13
041906	15
041906	16
041911	10
041911	10
047482	13
047482	18
047482	15
047505	10
047505	10
047509	14
047509	11
047524	11
047524	10
047524	10
047525	15
047525	10
047942	13
047942	10
047964	22
047964	16
047980	18
047980	15
047981	20
047981	14
048017	15
048017	11
048021	20
048021	11
048026	24
048026	19
048026	11
048027	21
048027	10
048028	31
048028	22
048069	11
048069	10
048099	15
048099	11
048120	35
048120	34
048126	17
048126	11
048137	14
048137	11
048141	14
048141	11
048146	25
048146	13
048149	18
048149	12
048150	22
048150	18
048402	11
048402	10
048407	12
048407	11
048442	11
048442	10
048476	11
048476	11
048476	10
048502	13
048502	11
048510	15
048510	12
048515	12
048515	10
049004	10
049004	12
049016	16
049016	12
049043	12
049043	11
049051	25
049051	13
049051	15
049057	16
049057	14
049059	26
049059	18
049059	11
049061	23
049061	10
049072	11
049072	16
049072	10
049214	13
049214	14
049239	11
049239	10
049245	12
049245	10
049247	19
049247	10
049249	13
049249	11
049520	12
049520	14
049524	13
049524	11
049542	25
049542	24
049564	11
049564	10
049576	17
049576	15
049588	11
049588	13
049900	13
049900	10
049914	12
049914	11
049932	12
049932	10
049934	12
049934	10
049934	10
049935	15
049935	12
049935	10
049943	15
049943	11
049944	12
049944	11
049947	10
049947	10
049947	10
050487	15
050487	11
050491	11
050491	15
050495	20
050495	15
